scholar_index,name_letters,name_arabic,grade,birth_greg,death_greg,places_of_stay,students_index,teachers_index
29315,Abu Ubaid Hajb Sulaiman,أبو عبيد حاجب,Succ. (Taba' Tabi'),0,0,,,
29316,Hatm bin Ada al-Hmsy,حاتم بن عدي الحمصي,Succ. (Taba' Tabi'),0,0,al-Hims,,
29317,Hajb bin al-Q'qa' al-Darmy,حاجب بن القعقاع,Succ. (Taba' Tabi'),0,0,,,
29318,Hajb,حاجب,Succ. (Taba' Tabi'),0,0,,,
29319,Hr bin 'Abdur Rahman al-Qara,حر بن عبد,Succ. (Taba' Tabi'),0,0,,,
29320,Hban,حبان,Succ. (Taba' Tabi'),0,0,,,
29321,Hban al-Bdy Abu Bakr,حبان العبدي,Succ. (Taba' Tabi'),0,0,al-Basra,,
29322,Hwt Shykh Kwfa,حوط,Succ. (Taba' Tabi'),0,0,Kufa,,
29323,Htyt al-Zyat Adrk Jma'h,حطيط الزيات,Succ. (Taba' Tabi'),0,622,,,
29324,Hdyr bin Husayn al-Dwa,حدير بن حصين,Succ. (Taba' Tabi'),0,0,,,
29325,Hwshb al-Shybany,حوشب الشيباني,Succ. (Taba' Tabi'),0,0,Wasit,,
29326,Hryz Shykh,حريز,Succ. (Taba' Tabi'),0,0,,,
29327,Hazm bin Hatm,حازم بن حاتم,Succ. (Taba' Tabi'),0,0,,,
29328,Hrysh al-Bjly Kwfa,حريش البجلي,Succ. (Taba' Tabi'),0,0,Kufa,,
29329,Hwyrth bin Nmar,حويرث بن نمار,Succ. (Taba' Tabi'),0,0,,,
29330,Hzam bin Hkym,حزام بن حكيم,Succ. (Taba' Tabi'),0,0,"al-Syria, Syria",,
29331,Hdrma Shykh,حضرمي,Succ. (Taba' Tabi'),0,0,,,
29332,Habib bin Hjr Abu Yahya,حبيب بن حجر,Succ. (Taba' Tabi'),0,0,al-Basra,,
29333,Hamada bint Muhammad bin 'Abdur Rahman,حمادة بنت محمد بن عبد الرحمن بن أبي ليلى,Succ. (Taba' Tabi'),0,0,,35142,13704
29334,Hameed'h bint Thabit al-Binany Trwa,حميدة بنت ثابت,Succ. (Taba' Tabi'),0,0,,,
29335,Khalid bin Aymn,خالد بن أيمن,Succ. (Taba' Tabi'),0,0,,,
29336,Khalid Shykh,خالد,Succ. (Taba' Tabi'),0,0,,,
29337,Khalid bin Zayd Shykh,خالد بن زيد,Succ. (Taba' Tabi'),0,0,,,
29338,Khalid bin S'aid,خالد بن سعيد,Succ. (Taba' Tabi'),0,0,,,
29339,Khalid bin Rkhym,خالد بن رخيم,Succ. (Taba' Tabi'),0,0,,,
29340,Khalid bin S'aid,خالد بن سعيد,Succ. (Taba' Tabi'),0,0,,,
29341,Khalid bin Sbyh al-Jblany,خالد بن صبيح الجبلاني,Succ. (Taba' Tabi'),0,0,al-Syria,,
29342,Khalid bin 'Abdullah bin Sa'id,خالد بن عبد الله بن سعيد,Succ. (Taba' Tabi'),0,0,,,
29343,Khalid bin Rbah Abu al-Fadl,خالد بن رباح,Succ. (Taba' Tabi'),0,0,,,
29344,Khalid bin al-Sfar,خالد بن الصفار,Succ. (Taba' Tabi'),0,0,,,
29345,Khalid al-Ahdb,خالد الأحدب,Succ. (Taba' Tabi'),0,0,,,
29346,Khalid bin Muhammad al-Mkhzwmy,خالد بن محمد المخزومي,Succ. (Taba' Tabi'),0,0,,,
29347,Khalid bin Msafr,خالد بن مسافر,Succ. (Taba' Tabi'),0,0,Basra,,
29348,Khalid bin Yazid bin Hdyh,خالد بن يزيد بن هدية,Succ. (Taba' Tabi'),0,0,,,
29350,Khzymh Shykh,خزيمة,Succ. (Taba' Tabi'),0,0,,,
29351,Khzymh Shykh,خزيمة,Succ. (Taba' Tabi'),0,0,,,
29352,Khtab,خطاب,Succ. (Taba' Tabi'),0,0,,,
29353,Khbyb bin al-Zubair,خبيب بن الزبير,Succ. (Taba' Tabi'),0,0,,,
29354,Khsyb al-Ra'ishy,خصيب الرائشي,Succ. (Taba' Tabi'),0,0,,,
29355,Khdash Shykh,خداش,Succ. (Taba' Tabi'),0,0,,,
29356,Da'ud bin Abi Hryth al-'Asady,داود بن أبي حريث,Succ. (Taba' Tabi'),0,0,Kufa,,
29357,Da'ud bin 'Amr,داود بن عمرو,Succ. (Taba' Tabi'),0,0,"Damascus, Wasit, al-Syria",,
29358,Da'ud bin Isma'il bin Mjm',داود بن إسماعيل بن مجمع أخو,Succ. (Taba' Tabi'),0,0,Medina,,
29359,Da'ud bin al-Mhajr al-Shamy,داود بن المهاجر,Succ. (Taba' Tabi'),0,0,Syria,,
29360,Da'ud bin Jbyr al-Madni Qrabh,داود بن جبير المدني,Succ. (Taba' Tabi'),0,0,Medina,,
29361,Da'ud bin al-N'uman,داود بن النعمان,Succ. (Taba' Tabi'),0,0,,,
29362,Da'ud bin Mqatl al-Klby,داود بن مقاتل,Succ. (Taba' Tabi'),0,0,al-Basra,,
29363,Da'ud bin 'Isa al-Nkh'y,داود بن عيسى النخعي,Succ. (Taba' Tabi'),0,0,"Kufa, Damascus",,
29364,Da'ud Abu al-Hythm,داود أبو الهيثم,Succ. (Taba' Tabi'),0,0,,,
29365,Dinar al-A'rj,دينار الأعرج,Succ. (Taba' Tabi'),0,0,,,
29366,Dinar Abu 'Umar Shykh,دينار أبو عمر,Succ. (Taba' Tabi'),0,0,,,
29367,Darast,درست,Succ. (Taba' Tabi'),0,0,,,11013
29368,Dthar bin Mharb bin Dthar,دثار بن محارب,Succ. (Taba' Tabi'),0,0,Kufa,,
29369,Dr' bin 'Abdullah bin Aba,درع بن,Succ. (Taba' Tabi'),0,0,al-Syria,,
29370,Dhhybh bint 'Alibh Trwa An,ذحيبة بنت,Succ. (Taba' Tabi'),0,0,,,
29371,al-Rabi' bin al-Rakayn bin al-Rabi' ا,لربيع بن الركين,Succ. (Taba' Tabi'),0,0,Kufa,,
29372,al-Rabi'y bin S'aid al-Nawfuly ا,لربيع بن سعيد النوفلي,Succ. (Taba' Tabi'),0,0,,,
29373,al-Rabi'y bin al-N'uman Abu Swd'h ا,لربيع بن النعمان,Succ. (Taba' Tabi'),0,0,Kufa,,
29374,al-Rabi'y bin Abi al-Mthna al-Azdy ا,لربيع بن أبي المثني,Succ. (Taba' Tabi'),0,0,al-Basra,,
29375,al-Rabi'y bin Hytan al-Dmshqy ا,لربيع بن حيطان,Succ. (Taba' Tabi'),0,0,"Damascus, al-Syria",,
29376,Rashid,راشد,Succ. (Taba' Tabi'),0,0,al-Basra,,
29377,Rashid Shykh,راشد,Succ. (Taba' Tabi'),0,0,,,
29378,Rja'a bin al-Harith,رجاء بن الحارث,Succ. (Taba' Tabi'),0,0,,,
29379,Rzyq Shykh,رزيق,Succ. (Taba' Tabi'),0,0,,,
29380,Ryan Shykh,ريان,Succ. (Taba' Tabi'),0,0,,,
29381,Rkyh bin Abi 'Ubaid'h Shykh,ركيح بن,Succ. (Taba' Tabi'),0,0,,,
29382,Zayd bin 'Abdullah bin Ma'mr,زيد بن عبد الله بن معمر,Succ. (Taba' Tabi'),0,0,,,
29383,Zayd bin Hyan Mwla Rabi'yah,زيد بن حيان,Succ. (Taba' Tabi'),0,776,al-Basra,,
29384,Zayd bin al-Mkharq,زيد بن المخارق,Succ. (Taba' Tabi'),0,0,,,
29385,Ziyad bin al-J'd bin Aba,زياد بن الجعد,Succ. (Taba' Tabi'),0,0,Kufa,,
29386,Ziyad bin S'ad al-Madni al-Ansari,زياد بن سعد المدني,Succ. (Taba' Tabi'),0,0,Medina,,
29387,Ziyad bin Araq,زياد بن عراق,Succ. (Taba' Tabi'),0,0,,,
29388,Ziyad bin Abi Ziyad Abu,زياد بن أبي زياد,Succ. (Taba' Tabi'),0,0,,,
29389,Ziyad Mwla Muhammad bin Syryn,زياد مولى محمد,Succ. (Taba' Tabi'),0,0,,,
29390,Ziyad bin Swqh Shykh,زياد بن سوقة,Succ. (Taba' Tabi'),0,0,"Medina, Kufa, Medina",,
29391,Ziyad Shykh,زياد,Succ. (Taba' Tabi'),0,0,,,
29392,al-Zubair bin Khzymh ا,لزبير بن خزيمة,Succ. (Taba' Tabi'),0,0,,,
29393,Zakaria Shykh,زكريا,Succ. (Taba' Tabi'),0,0,,,
29394,Zakaria Shykh,زكريا,Succ. (Taba' Tabi'),0,0,,,
29395,Zakaria bin 'Umar,زكريا بن عمر,Succ. (Taba' Tabi'),0,0,,,
29396,Zufar bin Abi Kathir al-Shaymi al-Hanfi,زفر بن أبي كثير السحيمي الحنفي,Succ. (Taba' Tabi'),0,0,al-Yamama,20743,13326
29397,Za'id'h bin Aws al-Kndy,زائدة بن أوس,Succ. (Taba' Tabi'),0,0,,,
29398,al-Zbrqan bin 'Abdullah al-'Asady ا,لزبرقان بن عبد الله الأسدي,Succ. (Taba' Tabi'),0,0,Kufa,,
29399,al-Zbrqan bin al-Harith al-Nmyry ا,لزبرقان بن الحارث,Succ. (Taba' Tabi'),0,0,,,
29400,al-Zbrqan bin Bashyr bin 'Amr ا,لزبرقان بن بشير,Succ. (Taba' Tabi'),0,0,,,
29401,Znkl Shykh,زنكل,Succ. (Taba' Tabi'),0,0,,,
29402,Znkl bin Ala bin Mhjn,زنكل بن,Succ. (Taba' Tabi'),0,0,Bahrain,,
29403,Zrarh bin Mus'ab al-Shny,زرارة بن مصعب الشني,Succ. (Taba' Tabi'),0,0,,,
29404,Zr'h bin Ma'bd bin Abd,زرعة بن معبد,Succ. (Taba' Tabi'),0,0,,,
29405,Zban bin Yahya bin al-Jzar,زبان بن يحيى,Succ. (Taba' Tabi'),0,0,,,
29406,S'aid bin 'Abdur Rahman bin Hsan,سعيد بن عبد الرحمن بن حسان,Succ. (Taba' Tabi'),0,0,Medina,,
29407,S'aid bin Aymn,سعيد بن أيمن,Succ. (Taba' Tabi'),0,0,,,
29408,S'aid bin Dryk al-Tmymy,سعيد بن دريك,Succ. (Taba' Tabi'),0,0,,,
29409,S'aid bin Hyan bin Jhdr,سعيد بن حيان,Succ. (Taba' Tabi'),0,0,,,
29410,S'aid bin al-Harith,سعيد بن الحارث,Succ. (Taba' Tabi'),0,0,,,
29411,S'aid bin Ziyad,سعيد بن زياد,Succ. (Taba' Tabi'),0,0,,,
29412,S'aid bin Abi Ziyad,سعيد بن أبي زياد,Succ. (Taba' Tabi'),0,0,,,
29413,S'aid al-Qaysy,سعيد القيسي,Succ. (Taba' Tabi'),0,0,,,
29414,S'aid bin Suwayd,سعيد بن سويد,Succ. (Taba' Tabi'),0,0,,,
29415,S'aid bin Zrba,سعيد بن زربي,Succ. (Taba' Tabi'),0,0,,,
29416,S'aid bin 'Ubaidullah al-Jbyra,سعيد بن عبيد الله الجبيري,Succ. (Taba' Tabi'),0,0,,,
29417,S'aid bin Dhkwan Abu al-Raf,سعيد بن ذكوان,Succ. (Taba' Tabi'),0,0,,,
29418,S'aid bin Salmah Shykh,سعيد بن سلمة,Succ. (Taba' Tabi'),0,0,al-Syria,,
29419,S'aid bin Khazm al-Tyma Kwfa,سعيد بن خازم التيمي,Succ. (Taba' Tabi'),0,0,Kufa,,
29420,S'aid bin Sulaiman al-Rb'y Wqd,سعيد بن سليمان الربعي,Succ. (Taba' Tabi'),0,0,,,
29421,S'aid bin 'Abdullah,سعيد بن عبد الله,Succ. (Taba' Tabi'),0,0,,,30
29422,S'aid bin 'Abdur Rahman Akhw,سعيد بن عبد الرحمن أخو,Succ. (Taba' Tabi'),0,0,al-Basra,,
29423,S'aid bin 'Umayr,سعيد بن عمير,Succ. (Taba' Tabi'),0,0,,,
29424,S'aid bin 'Uthman,سعيد بن عثمان,Succ. (Taba' Tabi'),0,0,al-Basra,,
29425,S'aid bin Ma'da Krb Qwlh,سعيد بن معدي,Succ. (Taba' Tabi'),0,0,,,
29426,S'aid bin Abi Rashid,سعيد بن أبي راشد,Succ. (Taba' Tabi'),0,0,,,
29427,S'ad bin Zbra'a,سعد بن زبراء,Succ. (Taba' Tabi'),0,0,,,
29428,S'ad bin al-Slt,سعد بن الصلت,Succ. (Taba' Tabi'),0,0,,,
29429,S'ad al-Ta'iy Abu Mjahd,سعد الطائي,Succ. (Taba' Tabi'),0,0,,,
29430,Sulaiman bin al-'Aswad al-Najy,سليمان بن الأسود,Succ. (Taba' Tabi'),0,0,al-Basra,,
29431,Sulaiman bin 'Abdullah Bsra,سليمان بن عبد الله بصري,Succ. (Taba' Tabi'),0,0,Basra,,
29432,Sulaiman bin Rfy' al-Jmal,سليمان بن رفيع,Succ. (Taba' Tabi'),0,0,,,
29433,Sulaiman bin Smyr al-Alhany,سليمان بن سمير الألهاني,Succ. (Taba' Tabi'),0,0,"al-Syria, al-Syria",,
29434,Sulaiman bin S'ad,سليمان بن سعد,Succ. (Taba' Tabi'),0,0,,,
29435,Sulaiman bin Zr'h,سليمان بن زرعة,Succ. (Taba' Tabi'),0,0,,,
29436,Sulaiman bin Abi Khlyfh,سليمان بن أبي خليفة,Succ. (Taba' Tabi'),0,0,al-Medina,,
29437,Sulaiman bin Ubaid al-Najy,سليمان بن عبيد الناجي,Succ. (Taba' Tabi'),0,0,al-Basra,,
29438,Sulaiman bin Ubaid al-Barqy al-Khrasany,سليمان بن عبيد البارقي,Succ. (Taba' Tabi'),0,0,Khurasan,,
29439,Sulaiman bin Muhammad,سليمان بن محمد,Succ. (Taba' Tabi'),0,0,al-Wasit,,
29440,Sulaiman bin Ubaid al-Mazny Abu,سليمان بن عبيد المازني,Succ. (Taba' Tabi'),0,0,Medina,,
29441,Sulaiman bin Myna,سليمان بن مينا,Succ. (Taba' Tabi'),0,0,Kufa,,
29442,Sulaiman Mwla Lhm Y'na Llhjazyyn,سليمان مولى لهم,Succ. (Taba' Tabi'),0,0,,,
29443,Salmah bin 'Ubaidullah,سلمة بن عبيد الله,Succ. (Taba' Tabi'),0,0,,,
29444,Sahl bin Muhammad bin Aba,سهل بن محمد بن أبي,Succ. (Taba' Tabi'),0,0,,,
29445,Salm bin 'Abdullah al-Mharby,سالم بن عبد الله,Succ. (Taba' Tabi'),0,0,,,
29446,Salm bin Salm Abu 'Ubaid,سالم بن سالم أبو عبيد,Succ. (Taba' Tabi'),0,0,,,
29447,Salm bin 'Abdullah al-Mharby,سالم بن عبد الله المحاربي ولاه,Succ. (Taba' Tabi'),0,0,Damascus,,
29448,Salm Abu 'Abfur Rahim,سالم أبو عبد الرحيم,Succ. (Taba' Tabi'),0,0,,,
29449,Salm bin Rashid Abu Jmy',سالم بن راشد,Succ. (Taba' Tabi'),0,0,,,
29450,al-Sa'ib Mwla Aa'ishh bint 'Uthman ا,لسائب مولى عائشة,Succ. (Taba' Tabi'),0,0,,,
29451,Slym Abu 'Abdullah al-Mka,سليم أبو عبد,Succ. (Taba' Tabi'),0,0,Makkah,,
29452,Salam Shykh,سلام,Succ. (Taba' Tabi'),0,0,,,
29453,Salam al-Lythy Wald al-Qasim bin Salam,سلام الليثي,Succ. (Taba' Tabi'),0,0,,,
29454,Salman bin Atban Abu al-Rmka'a,سلمان بن عتبان,Succ. (Taba' Tabi'),0,0,,,
29455,S'hyl bin 'Amr Shykh,سهيل بن عمرو,Succ. (Taba' Tabi'),0,0,,,
29456,S'hyl Shykh,سهيل,Succ. (Taba' Tabi'),0,0,,,
29457,S'hyl bin Abi S'hyl al-Madni,سهيل بن أبي سهيل,Succ. (Taba' Tabi'),0,0,Medina,,
29458,Syar bin Qays Wqd Qyl,سيار بن قيس,Succ. (Taba' Tabi'),0,0,al-Syria,,
29459,Swar bin Hakam al-Khrasany Khtn,سوار بن حكم,Succ. (Taba' Tabi'),0,0,Khurasan,,
29460,Swar bin 'Abdullah Shykh,سوار بن عبد الله,Succ. (Taba' Tabi'),0,0,,,
29461,Swar bin 'Abdullah Abu,سوار بن عبد الله,Succ. (Taba' Tabi'),0,0,al-Basra,,
29462,Syf Shykh,سيف,Succ. (Taba' Tabi'),0,0,,,
29463,Syf Shykh,سيف,Succ. (Taba' Tabi'),0,0,,,
29464,al-Sra bin 'Abdur Rahman ا,لسري بن عبد الرحمن,Succ. (Taba' Tabi'),0,0,al-Basra,,
29465,al-Skn bin Abi al-Mughira al-Quraishi ا,لسكن بن أبي المغيرة,Succ. (Taba' Tabi'),0,0,,,
29466,Swad'h al-Brjmy,سوادة البرجمي,Succ. (Taba' Tabi'),0,0,,,
29467,Swad'h bin al-Sbah al-Kndy,سوادة بن الصباح,Succ. (Taba' Tabi'),0,0,al-Raqqa,,
29468,Slyt bin 'Abdullah,سليط بن عبد الله,Succ. (Taba' Tabi'),0,0,,,
29469,Sry' Shykh,سريع,Succ. (Taba' Tabi'),0,0,,,
29470,Sabq Abu Sahl Mwla bina,سابق أبو,Succ. (Taba' Tabi'),0,0,,,
29471,Sdws al-Thwry Imam al-Hy,سدوس الثوري,Succ. (Taba' Tabi'),0,0,Kufa,,
29472,al-Sq'b bin Zuhyr ا,لسقعب بن,Succ. (Taba' Tabi'),0,0,,,
29473,al-Sqf Shykh ا,لسقف,Succ. (Taba' Tabi'),0,0,,,
29474,Suh'aib Shykh,شعيب,Succ. (Taba' Tabi'),0,0,,,
29475,Suh'aib al-'Asm,شعيب الأصم,Succ. (Taba' Tabi'),0,0,Damascus,,
29476,Shdad al-Dryr,شداد الضرير,Succ. (Taba' Tabi'),0,0,"Damascus, Damascus",,
29477,Shryh bin Art'ah al-Nkh'y,شريح بن أرطأة,Succ. (Taba' Tabi'),0,0,,,
29478,Shbyb Shykh,شبيب,Succ. (Taba' Tabi'),0,0,,,
29479,Shbyb bin 'Umar al-Haritha,شبيب بن عمر,Succ. (Taba' Tabi'),0,0,,,
29480,Shbyb bin al-Hakam bin Myna'a,شبيب بن الحكم,Succ. (Taba' Tabi'),0,0,,,
29481,Shayba al-Hdrmy,شيبة الحضرمي,Succ. (Taba' Tabi'),0,0,,,
29482,Shayba Shykh,شيبة,Succ. (Taba' Tabi'),0,0,,,
29483,Sh'bh Shykh,شعبة,Succ. (Taba' Tabi'),0,0,,,
29484,Shyban al-Ra'a,شيبان الراعي,Succ. (Taba' Tabi'),0,0,Merv,,
29485,Shyban bin Zuhyr bin Shqyq,شيبان بن زهير,Succ. (Taba' Tabi'),0,0,al-Basra,,
29486,Shrqy Shykh,شرقي,Succ. (Taba' Tabi'),0,0,,,
29487,Shmlh bin 'Abdullah Shykh,شملة بن عبد,Succ. (Taba' Tabi'),0,0,,,
29488,Shja' bin Abi Shja' Sahb,شجاع بن أبي شجاع,Succ. (Taba' Tabi'),0,0,al-Basra,,
29489,Shbh bin Aqal bin S's'h,شبة بن عقال بن صعصعة,Succ. (Taba' Tabi'),0,0,,,
29490,Shrhaf bin al-Mukhtar al-Tmymy,شرحاف بن,Succ. (Taba' Tabi'),0,0,,,
29491,Salah bin Artbyl,صالح بن أرتبيل,Succ. (Taba' Tabi'),0,0,,,
29492,Salah bin Husayn bin Salah,صالح بن حصين,Succ. (Taba' Tabi'),0,0,Medina,,
29493,Salah bin Rwbh al-Sman Qwlh,صالح بن روبة السمان,Succ. (Taba' Tabi'),0,0,,,
29494,Salah bin Abi Salmah,صالح بن أبي سلمة,Succ. (Taba' Tabi'),0,0,,,
29495,Salah bin Mrdas,صالح بن مرداس,Succ. (Taba' Tabi'),0,0,,,
29496,Salah bin Abd al-A'la al-Tyma,صالح بن عبد الأعلى,Succ. (Taba' Tabi'),0,0,,,
29497,Sdqh,صدقة,Succ. (Taba' Tabi'),0,0,,,
29498,Sdqh al-Quraishi Abu Muhammad,صدقة القرشي,Succ. (Taba' Tabi'),0,0,al-Yamama,,
29499,Sdqh al-Sh'bany,صدقة الشعباني,Succ. (Taba' Tabi'),0,0,,,
29500,Safwan bin S'ad bin Hdhyfh,صفوان بن سعد,Succ. (Taba' Tabi'),0,0,,,
29501,al-Slt al-Mka ا,لصلت المكي,Succ. (Taba' Tabi'),0,0,Makkah,,
29502,al-Slt al-Rb'y ا,لصلت الربعي,Succ. (Taba' Tabi'),0,0,,,
29503,Skhr bin 'Abdullah al-Ayly,صخر بن عبد الله الأيلي,Succ. (Taba' Tabi'),0,0,,,
29504,al-Sbah al-Bdy ا,لصباح العبدي,Succ. (Taba' Tabi'),0,0,,,
29505,al-Sbah Shykh ا,لصباح,Succ. (Taba' Tabi'),0,0,,,
29506,S'hyb Shykh,صهيب,Succ. (Taba' Tabi'),0,0,,,
29507,Sbyh bin 'Abdullah,صبيح بن عبد الله,Succ. (Taba' Tabi'),0,0,,,
29508,S's'h Shykh,صعصعة,Succ. (Taba' Tabi'),0,0,,,
29509,Syfa Abu Ash'th Mwla al-Ansar,صيفي أبو أشعث,Succ. (Taba' Tabi'),0,0,Medina,,
29510,Sbyh bin al-'Ala',صبيح بن العلاء,Succ. (Taba' Tabi'),0,0,,,
29511,Shar bin Aa'idh al-Ta'iy,صحار بن عائذ,Succ. (Taba' Tabi'),0,0,"Makkah, Makkah",,
29512,Sbyh Abu al-'Ala',صبيح أبو العلاء,Succ. (Taba' Tabi'),0,0,,,
29513,Smswm Akhw al-Zbydy,صمصوم أخو,Succ. (Taba' Tabi'),0,0,,,
29514,al-Dahhak bin 'Ali ا,لضحاك بن علي,Succ. (Taba' Tabi'),0,0,,,
29515,Daba bin Bashar,ضابي بن,Succ. (Taba' Tabi'),0,0,,,
29516,Dmdm bin 'Abdullah bin Aba,ضمضم بن عبد,Succ. (Taba' Tabi'),0,0,,,
29517,Dyf bin Yrbw',ضيف بن,Succ. (Taba' Tabi'),0,0,,,
29518,Dbyb bin al-'Ala' al-Dby,ضبيب بن,Succ. (Taba' Tabi'),0,0,,,
29519,Dyghm bin Malik Abu Malik,ضيغم بن,Succ. (Taba' Tabi'),0,0,,,
29520,Talha bin al-Shhaj,طلحة بن الشحاج,Succ. (Taba' Tabi'),0,0,,,
29521,Talha bin Sulaiman,طلحة بن سليمان,Succ. (Taba' Tabi'),0,0,,,
29522,Talha bin Iyas,طلحة بن إياس,Succ. (Taba' Tabi'),0,0,Merv,,
29523,Tarq bin Abd al-Rhym,طارق بن عبد الرحيم,Succ. (Taba' Tabi'),0,0,,,
29524,Tarq bin 'Abdur Rahman,طارق بن عبد الرحمن,Succ. (Taba' Tabi'),0,0,,,
29525,Tryf Shykh,طريف,Succ. (Taba' Tabi'),0,0,,,
29526,Talb bin Slma,طالب بن سلمي,Succ. (Taba' Tabi'),0,0,,,
29527,al-Tyb bin Salman ا,لطيب بن سلمان,Succ. (Taba' Tabi'),0,0,,,
29528,al-Tyb Shykh ا,لطيب,Succ. (Taba' Tabi'),0,0,,,
29529,al-Tfyl Shykh ا,لطفيل,Succ. (Taba' Tabi'),0,0,,,
29530,Twf bin Wahub al-Ta'iy,طوف بن,Succ. (Taba' Tabi'),0,0,,,
29531,'Abdullah bin Malik bin Ykhamr,عبد الله بن مالك بن يخامر,Succ. (Taba' Tabi'),0,0,,,
29532,'Abdullah bin Anis,عبد الله بن أنيس,Succ. (Taba' Tabi'),0,0,Medina,,
29533,'Abdullah bin Hryth,عبد الله بن حريث,Succ. (Taba' Tabi'),0,0,,,
29534,'Abdullah bin Abi Umayya,عبد الله بن أبي أمية,Succ. (Taba' Tabi'),0,0,,,
29535,'Abdullah bin Ishaq,عبد الله بن إسحاق,Succ. (Taba' Tabi'),0,0,,,
29536,'Abdullah bin Yazid Rjl,عبد الله بن يزيد رجل,Succ. (Taba' Tabi'),0,0,,,
29537,'Abdullah bin 'Abdur Rahman,عبد الله بن عبد الرحمن,Succ. (Taba' Tabi'),0,0,,,
29538,'Abdullah bin al-Fadl al-Hashimy,عبد الله بن الفضل الهاشمي,Succ. (Taba' Tabi'),0,0,"Medina, Medina",,
29539,'Abdullah bin Isma'il bin Dinar,عبد الله بن إسماعيل بن دينار,Succ. (Taba' Tabi'),0,0,,,
29540,'Abdullah bin Yazid bin Qst,عبد الله بن يزيد بن قسط,Succ. (Taba' Tabi'),0,767,Medina,,
29541,'Abdullah bin al-Sa'ib,عبد الله بن السائب,Succ. (Taba' Tabi'),0,0,,,
29542,'Abdullah bin Syar Wqyl,عبد الله بن سيار وقيل,Succ. (Taba' Tabi'),0,0,,,
29543,'Abdullah bin Khalid,عبد الله بن خالد,Succ. (Taba' Tabi'),0,0,,,
29544,'Abdullah bin 'Abdur Rahman,عبد الله بن عبد الرحمن بن موهب,Succ. (Taba' Tabi'),0,772,Medina,,
29545,Abu Ayoub al-Afryqa Asmh Abd,أبو أيوب الأفريقي,Succ. (Taba' Tabi'),0,0,al-Raqqa,,
29546,'Abdullah bin Frwkh,عبد الله بن فروخ,Succ. (Taba' Tabi'),0,0,,,
29547,'Abdullah bin Abi Sa'id,عبد الله بن أبي سعيد,Succ. (Taba' Tabi'),0,0,al-Basra,,
29548,'Abdullah bin Sbrh,عبد الله بن سبرة,Succ. (Taba' Tabi'),0,0,,,
29549,'Abdullah bin Yazid bin al-Aqn',عبد الله بن يزيد بن الأقنع,Succ. (Taba' Tabi'),0,0,,,
29550,'Abdullah bin Salmah,عبد الله بن سلمة,Succ. (Taba' Tabi'),0,0,,,
29551,'Abdullah bin 'Abdur Rahman,عبد الله بن عبد الرحمن بن عتبة,Succ. (Taba' Tabi'),0,782,al-Syria,,
29552,'Abdullah bin al-Hyan,عبد الله بن الحيان,Succ. (Taba' Tabi'),0,0,,,
29553,'Abdullah bin Dmyrh al-Fzary,عبد الله بن ضميرة,Succ. (Taba' Tabi'),0,0,,,
29554,'Abdullah bin Abi al-Ziyad,عبد الله بن أبي الزياد,Succ. (Taba' Tabi'),0,0,,,
29555,'Abdullah bin Rashid,عبد الله بن راشد,Succ. (Taba' Tabi'),0,0,,,
29556,'Abdullah bin 'Umar bin Ala,عبد الله بن عمر بن علي,Succ. (Taba' Tabi'),0,0,Medina,,
29557,'Abdullah bin S'ad,عبد الله بن سعد,Succ. (Taba' Tabi'),0,0,,,
29558,'Abdullah bin Muhammad Shykh,عبد الله بن محمد,Succ. (Taba' Tabi'),0,0,,,
29559,'Abdullah bin 'Umar Walshyh,عبد الله بن عمر والصحيح,Succ. (Taba' Tabi'),0,0,,,
29560,'Abdullah bin S'ad,عبد الله بن سعد,Succ. (Taba' Tabi'),0,0,,,
29561,'Abdullah bin S'ad al-Sa'dy,عبد الله بن سعد السعدي,Succ. (Taba' Tabi'),0,0,al-Basra,,
29562,'Abdullah bin Sbyh Khal,عبد الله بن صبيح خال,Succ. (Taba' Tabi'),0,0,,,
29564,'Abdullah bin Rwman Akhw,عبد الله بن رومان,Succ. (Taba' Tabi'),0,0,Medina,,
29565,'Abdullah bin Maymun,عبد الله بن ميمون,Succ. (Taba' Tabi'),0,0,,,
29566,'Abdullah bin Muhammad,عبد الله بن محمد بن عبد الله بن الحارث,Succ. (Taba' Tabi'),0,0,,,
29567,'Abdullah bin Abi al-Knat,عبد الله بن أبي الكنات,Succ. (Taba' Tabi'),0,0,,,
29568,'Abdullah bin 'Amr bin Nbyh,عبد الله بن عمرو بن نبيه,Succ. (Taba' Tabi'),0,0,,,
29569,'Abdullah bin Kysan,عبد الله بن كيسان,Succ. (Taba' Tabi'),0,0,Merv,,
29570,'Abdullah bin 'Amr bin Khrash,عبد الله بن عمرو بن خراش,Succ. (Taba' Tabi'),0,0,,,
29571,'Abdullah bin Yazid,عبد الله بن يزيد,Succ. (Taba' Tabi'),0,0,,,
29572,'Abdullah bin Wrd,عبد الله بن ورد,Succ. (Taba' Tabi'),0,0,,,
29573,'Abdullah bin Mhrz,عبد الله بن محرز,Succ. (Taba' Tabi'),0,0,,,
29574,'Abdullah bin Yrf'a Mwla,عبد الله بن يرفأ,Succ. (Taba' Tabi'),0,0,,,
29575,'Abdur Rahman bin Muhammad bin Aba,عبد الرحمن بن محمد بن أبي عتيق,Succ. (Taba' Tabi'),0,0,"Medina, Medina",,
